module,time_hours,scenario_id,proteostasis_capacity,mitochondrial_reserve,inflammatory_dysfunction,commitment_risk,recovery_potential
dynamic_state,72.0,mito_support,0.0,0.7451449433314659,0.7525881148823128,0.3733973768647197,0.16064104409604546
multimodal_fusion,0.0,mito_support,0.78,0.8,0.12,0.1,0.82
multimodal_fusion,2.0,mito_support,0.7525988888888889,0.8025087111111111,0.1362510111111111,0.0974,0.8170388888888889
multimodal_fusion,4.0,mito_support,0.7251622491790124,0.8048314581607902,0.15258110890185184,0.0953353346234568,0.8135021114086419
multimodal_fusion,6.0,mito_support,0.6976863119141581,0.8069644198168511,0.1689973957969569,0.09380714674517145,0.8093711817462504
multimodal_fusion,8.0,mito_support,0.6701671636460239,0.8089035999817435,0.18550698760440432,0.09281674683703778,0.8046273948598127
multimodal_fusion,10.0,mito_support,0.6426007455926827,0.8106448268750889,0.20211701661998066,0.09236561582548777,0.7992518193150145
multimodal_fusion,12.0,mito_support,0.6149828527362737,0.8121837520430383,0.21883463476417603,0.09245540799726122,0.793225289958878
multimodal_fusion,14.0,mito_support,0.5873091328589695,0.8135158492933503,0.23566701675232074,0.09308795395512592,0.7865284004279931
multimodal_fusion,16.0,mito_support,0.5595750855162404,0.8146364135550624,0.25262136329890167,0.09426526362520175,0.7791414954883659
multimodal_fusion,18.0,mito_support,0.5317760609464279,0.8155405596616081,0.2697049043570197,0.09598952931756986,0.7710446632039349
multimodal_fusion,20.0,mito_support,0.5039072589156101,0.8162232210562043,0.28692490239397617,0.09826312884187705,0.7622177269307225
multimodal_fusion,22.0,mito_support,0.4759637274967247,0.8166791484183132,0.3042886557040005,0.1010886286796743,0.7526402371335006
multimodal_fusion,24.0,mito_support,0.44794036178189567,0.816902908209953,0.3218035017591593,0.10446878721525898,0.7422914630217654
multimodal_fusion,26.0,mito_support,0.41983190252688174,0.8168888811406068,0.3394768205995117,0.10840655802682009,0.7311503840017234
multimodal_fusion,28.0,mito_support,0.39163293472654814,0.8166312605494531,0.3573160382636042,0.11290509323971824,0.7191956809409015
multimodal_fusion,30.0,mito_support,0.36333788612023477,0.8161240507036123,0.3753286302604253,0.1179677469437638,0.7064057272419008
multimodal_fusion,32.0,mito_support,0.33494102562587297,0.8153610650110734,0.39352212508396783,0.12359807867638932,0.6927585797217188
multimodal_fusion,34.0,mito_support,0.3064364617016764,0.8143359241469398,0.4119041077715761,0.129799856973647,0.6782319692929689
multimodal_fusion,36.0,mito_support,0.2778181406342072,0.8130420540915978,0.43048222350728316,0.13657706299099526,0.6628032914432254
multimodal_fusion,38.0,mito_support,0.2490798447515919,0.8114726840793844,0.4492641812713739,0.1439338941958753,0.6464495965086257
multimodal_fusion,40.0,mito_support,0.2202151905606344,0.8096208444562972,0.4682577575374386,0.15187476813411327,0.6291475797377559
multimodal_fusion,42.0,mito_support,0.19121762680654653,0.8074793644452557,0.487470800018213,0.1604043262722222,0.6108735711417421
multimodal_fusion,44.0,mito_support,0.1620804324539881,0.8050408698173928,0.506911231461532,0.16952743791771446,0.5916035251263647
multimodal_fusion,46.0,mito_support,0.13279671458807885,0.8022977804678166,0.526587053497755,0.17924920421957571,0.5713130099019029
multimodal_fusion,48.0,mito_support,0.10335940623401577,0.7992423078942521,0.5465063505400547,0.18957496225109002,0.5499771966663074
multimodal_fusion,50.0,mito_support,0.07376126409389788,0.7958664525769302,0.5666772937389921,0.2005102891772473,0.5275708485571845
multimodal_fusion,52.0,mito_support,0.043994866199329824,0.7921620012580616,0.5871081449928359,0.21206100650900567,0.5040683093679614
multimodal_fusion,54.0,mito_support,0.01405260947834332,0.788120524119187,0.6078072610151173,0.22423318444672394,0.4794434920234839
multimodal_fusion,56.0,mito_support,0.0,0.7837333718546641,0.6287830974609464,0.23703314631512357,0.4536698668101782
multimodal_fusion,58.0,mito_support,0.0,0.7789916726395041,0.6499429870876624,0.25027012877545973,0.4268597512264151
multimodal_fusion,60.0,mito_support,0.0,0.7738882129949113,0.6712036135965526,0.2637754843130345,0.3991176901621886
multimodal_fusion,62.0,mito_support,0.0,0.768417290735902,0.6925682047927965,0.27755268863937005,0.37043366583703174
multimodal_fusion,64.0,mito_support,0.0,0.7625731281113168,0.7140400233402857,0.291605296295212,0.34079746466412986
multimodal_fusion,66.0,mito_support,0.0,0.7563498704712517,0.7356223676906988,0.30593694147393824,0.31019867405909907
multimodal_fusion,68.0,mito_support,0.0,0.7497415849096324,0.7573185730202411,0.3205513388656217,0.2786266792009252
multimodal_fusion,70.0,mito_support,0.0,0.742742258881638,0.779132012174298,0.3354522845219866,0.2460706597442256
multimodal_fusion,72.0,mito_support,0.0,0.7353457987956717,0.801066096620252,0.3506436567425044,0.21251958648198316
intervention_generalization,0.0,mito_support,0.78,0.8,0.12,0.1,0.82
intervention_generalization,2.0,mito_support,0.7525988888888889,0.8065,0.1349211111111111,0.0974,0.8170388888888889
intervention_generalization,4.0,mito_support,0.7251718540123457,0.8128301028395062,0.14991473574074074,0.09528345475308642,0.8135616705555555
intervention_generalization,6.0,mito_support,0.6977154833223834,0.8189873116327092,0.1649866975662963,0.09365135185445816,0.8095516492089129
intervention_generalization,8.0,mito_support,0.6702262385678364,0.8249684933794458,0.18014283107476842,0.09250481890618173,0.8049919512506358
intervention_generalization,10.0,mito_support,0.6427004546446939,0.830770378335709,0.19538898397184348,0.09184512588128776,0.7998655192912737
intervention_generalization,12.0,mito_support,0.6151343388968077,0.8363895593309792,0.21073101961509608,0.09167368752408109,0.7941551060374606
